City,Venue,Venue Category
Elazığ,Şuşa Hookah,Hookah Bar
Elazığ,Ciğerci Hakkı Usta,Kebab Restaurant
Elazığ,Yürüyüş Yolu,Trail
Elazığ,Sefa Et Lokantası,Steakhouse
Elazığ,Bayramefendi Osmanlı Kahvecisi,Coffee Shop
Elazığ,En Künefe,Dessert Shop
Elazığ,Manolya Çiçekcilik,Flower Shop
Elazığ,Halit Usta,Steakhouse
Elazığ,İpekyol,Clothing Store
Elazığ,Tornado Life Clup Sağlıklı Yaşam & Spor Merkezi,Gym / Fitness Center
Elazığ,Park Dedeman Elazığ Hotel,Hotel
Erzincan,Kemah Alabalık Tesisi,Turkish Restaurant
Erzincan,Kemah Kalesi,Historic Site
Erzincan,Kemah soguk sular,Food Court
Erzincan,Ekomini,Convenience Store
Erzincan,pelitsirti gecidi,Mountain
Erzincan,Fırat Nehri,Pier
Erzincan,iliç erzincan yolu,Border Crossing
Erzincan,erzincan kemah yolunda,Moving Target
Erzincan,Soğuk sular Kemah Ferhat güneş Bagcugaz Dan,Park
Erzincan,ardos gölü,Lake
Erzincan,sürek köyü,Botanical Garden
Erzincan,Cebesoy Istasyonu,Train Station
Erzincan,muhsin yazicioglu parki,Park
Erzincan,Tan köyü,Plaza
Erzincan,Zeytindalı Kafe,Café
Erzurum,Ejder Tepesi,Ski Area
Erzurum,Ejder3200 Küre Cafe,Café
Erzurum,Palandöken Kayak Merkezi,Ski Area
Erzurum,Palandöken Dağı,Mountain
Erzurum,Sway,Hotel
Erzurum,Sway Hotels Apress Bar,Bar
Erzurum,Shang-Du Spa,Gym / Fitness Center
Erzurum,Dedeman otel Teleski Cafe,Café
Erzurum,Divan-ı Gazi Cafe,Café
Erzurum,Sway Hotels Alpine Restaurant,Breakfast Spot
Erzurum,Konaklı Kayak Merkezi,Ski Trail
Erzurum,Nene Hatun Aziziye Tabyaları,Historic Site
Erzurum,Dedeman Palandöken Ski Lodge,Hotel
Erzurum,Palandöken Zirve,Mountain
Erzurum,Dedeman Palandoken Ski Cafe,Café
Erzurum,Let’s See Cafe&Bistro Luxury,Bar
Erzurum,Livane Yöresel Ürünler Şarküteri & Kahvaltı,Breakfast Spot
Erzurum,Nene Hatun milli parkı,Garden Center
Erzurum,Şehr-i Kahve,Coffee Shop
Erzurum,#Ejder3200#,Ski Area
Erzurum,Çifte Minareli Medrese,Mosque
Erzurum,Otel Zade,Hotel
Erzurum,Üçler Döner & İskender Yenişehir Şubesi,Doner Restaurant
Erzurum,Meşhur Paçacı Sülfettin,Turkish Restaurant
Erzurum,Buzz Club,Nightclub
Erzurum,Yakutiye Medresesi,Historic Site
Erzurum,Atlama Kuleleri Fitness,Gym
Erzurum,Güzelyurt Restaurant,Turkish Restaurant
Erzurum,Sarmaşık Nostalji Cafe,Café
Erzurum,Şato Grant Coffe Nargile,Café
Erzurum,Aziziye Ve Mecidiye Tabyalari,Historic Site
Erzurum,Oltu Cağ Kebap,Kebab Restaurant
Erzurum,Paşa Bey Konağı,Historic Site
Erzurum,Bab-ı Vefa,Tea Room
Erzurum,Hünerli Eller Mantı Evi,Turkish Home Cooking Restaurant
Erzurum,Sporyum Fitness Center,Gym
Erzurum,Abdurrahmangazi Piknik ve Mesire Alanı,Mountain
Erzurum,Erzurum AVM,Department Store
Erzurum,Erzurum Bayram Efendi Osmanlı Kahvecisi,Café
Erzurum,Lala Paşa Meydanı,Plaza
Erzurum,Yüksek İrtifa Kamp Merkezi,Soccer Stadium
Erzurum,Alpin Outdoor,Sporting Goods Shop
Erzurum,Liman Et ve Balik Restoran,Seafood Restaurant
Erzurum,Ihlamur Cafe,Breakfast Spot
Erzurum,Dönerci Hacıbaba,Doner Restaurant
Erzurum,Kadıbey Konağı,Café
Erzurum,Hımmm Burger,Fast Food Restaurant
Erzurum,Yolspor Fitness Center,Gym / Fitness Center
Erzurum,Cafe Life,Lounge
Erzurum,yenişehir üstyol koşu yolu,Trail
Erzurum,Cadde Kafe,Café
Erzurum,Meşhur Ciğerci Enes Usta,Kebab Restaurant
Erzurum,Şenyurtcağ Restoran,Turkish Restaurant
Erzurum,Meşhur Pideci,Turkish Restaurant
Erzurum,Şehr-i Palas,Coffee Shop
Erzurum,Beyrancı,Soup Place
Erzurum,Aydeniz Akçaabat Köfte Ve Balık Evi,Kofte Place
Erzurum,Can Közz Döner,Burger Joint
Erzurum,Dedeman Resort Palandöken,Hotel
Erzurum,Evvel Zaman,Café
Erzurum,Sporlife Fitness Club,Gym / Fitness Center
Erzurum,Oxygen Spor Salonu,Gym / Fitness Center
Erzurum,Müze Aile Çay Bahçesi,Café
Erzurum,Erzurum Evleri,Historic Site
Erzurum,Zigana Et & Mangal,BBQ Joint
Erzurum,Şanzelize Cafe & Bistro,Café
Erzurum,Polat Cafe 3.300 Mt,Café
Erzurum,Altın Pastanesi,Bagel Shop
Erzurum,Freddy Cafe & Breakfast,Café
Erzurum,Sütlaçcı 3,Dessert Shop
Erzurum,Eğitim Kültür Çay Evi,Café
Erzurum,Anadolu Su Böreği,Borek Place
Erzurum,Ciğerci Erdal Usta,Kebab Restaurant
Erzurum,Yenişehir Yürüyüş Yolu,Trail
Erzurum,Cinemaximum,Multiplex
Erzurum,Taşmağazaları,Jewelry Store
Erzurum,Atlama Kuleleri,Ski Trail
Erzurum,Çorbacı Halil Usta,Soup Place
Erzurum,Kafe Karina,Café
Erzurum,Harbour Cafe,Café
Erzurum,Şehitler Aile Çay Bahçesi,Tea Room
Erzurum,Tevazu Cafe,Café
Erzurum,cadde çay evi,Café
Erzurum,Aspava Pide Salonu,Turkish Restaurant
Erzurum,Tebrizkapı Sanat ve Kültür Çarşısı,Historic Site
Erzurum,Nevale Cafe&Nargile,Café
Erzurum,Erzurum Kalesi Saat Kulesi,Historic Site
Erzurum,Dönerci Canbaba,Doner Restaurant
Erzurum,Osmanlı Çay Bahçesi ve Kahvaltı Salonu,Garden
Erzurum,Lavaş Center,Fast Food Restaurant
Erzurum,DMİX Fun Center,Café
Erzurum,"BeyPi Kebap, Pide ve Lahmacun Salonu",Kebab Restaurant
Erzurum,Üçler Lahmacun & Kebap,Turkish Restaurant
Erzurum,Bayramefendi Osmanlı Kahvecisi,Coffee Shop
Erzurum,Andianora,Café
Erzurum,Monna Cafe,Café
Erzurum,Paşapınari dinlenme parki,Park
Erzurum,Laleli Kayak Merkezi,Ski Trail
Erzurum,Paşa pınarı Çeşmesi,Forest
Erzurum,Cafemix,Cafeteria
Eskişehir,Bozan Et Mangal,Steakhouse
Eskişehir,Yeşiller Köfte ve Izgara,Turkish Restaurant
Eskişehir,Cengiz Bay,Café
Eskişehir,Doğan Çiğ Börek,Borek Place
Eskişehir,orhan kardeşler petol A.Ş. LIGOİL,Recreation Center
Eskişehir,Erenoğlu Lokantası,Turkish Home Cooking Restaurant
Eskişehir,BulePet Osmanlı Tesisleri 2,Rest Area
Eskişehir,Kaymaz Yaylası,Farm
Eskişehir,Mesudiye,Outdoors & Recreation
Eskişehir,Kaynak Göleti,Lake
Eskişehir,TAKIL's Village,Farm
Eskişehir,Nasrettin Hoca Yay Tesisleri,Rest Area
Eskişehir,Espark AVM,Shopping Mall
Eskişehir,Beylikova Pazar Yeri,Plaza
Eskişehir,Eskisehir,Bus Stop
Eskişehir,Satır Vedat'ın Yeri,English Restaurant
Eskişehir,Beyaz Köşk,Campground
Eskişehir,Sapmaz Çiftliği,Farm
Eskişehir,Mamure Kıraathanesi,Turkish Coffeehouse
Eskişehir,Ecrin Marketler Zinciri,Grocery Store
Eskişehir,Çatacik Ormani,Campground
Eskişehir,ankara balikesir yolu,Bus Stop
Eskişehir,tuz gölü,Lake
Eskişehir,YHT business lounge,Light Rail Station
Eskişehir,Alpu İlçe Sahası,Soccer Field
Eskişehir,Yüksek Hızlı Tren,Light Rail Station
Eskişehir,Crystal Waterworld Resort Hotel,Hotel
Eskişehir,Halilbağı Köyü,Recreation Center
Eskişehir,Arena Cafe,Arcade
Eskişehir,Yakapinar ( Ertuğrul köyü ),Garden
Gaziantep,Mahlas,Restaurant
Gaziantep,Gaziantep Atatürk Anı Müzesi,History Museum
Gaziantep,Bakırcılar Çarşısı,Arts & Crafts Store
Gaziantep,Gaziantep Oyun ve Oyuncak Müzesi,Art Museum
Gaziantep,Doğanbey Konağı Butik Otel,Hotel
Gaziantep,Dürümcü Recep Usta,Fast Food Restaurant
Gaziantep,Tarihi Zincirli Bedesten,Historic Site
Gaziantep,Gaziantep Hamam Müzesi,Museum
Gaziantep,Bey Konağı,Hotel
Gaziantep,Karanfil Kafe,Café
Gaziantep,Tarihi Gümrük Hanı,Historic Site
Gaziantep,Tahtani Cami,Mosque
Gaziantep,Yesemek Gaziantep Mutfağı,Comfort Food Restaurant
Gaziantep,Efendioğlu Gurme,Health Food Store
Gaziantep,Kebapçı Ömer,Kebab Restaurant
Gaziantep,Gaziantep Arkeoloji Müzesi,History Museum
Gaziantep,Katmerci Zekeriya Usta,Dessert Shop
Gaziantep,Kalealtı,Historic Site
Gaziantep,Ciğerci Apo,Kebab Restaurant
Gaziantep,Zeugma Mozaik Müzesi,History Museum
Gaziantep,Zeytin Han,Gourmet Shop
Gaziantep,Tahmis Kahvesi,Coffee Shop
Gaziantep,Kuaför Metin YILMAZ,Health & Beauty Service
Gaziantep,Adana Şalgamcısı Gürbüz Usta,Juice Bar
Gaziantep,Şahinbey Milli Mücadele Müzesi,History Museum
Gaziantep,Beyrancı Mustafa,Diner
Gaziantep,Ali Bey Konağı,Hotel
Gaziantep,İmaj Döner&Kebap Salonu,Turkish Restaurant
Gaziantep,Zeugma Müze Mağazası,Gift Shop
Gaziantep,Ayıntap Baklavaları,Dessert Shop
Gaziantep,Koçak Baklava,Dessert Shop
Gaziantep,Ozansoy Mücevherat,Jewelry Store
Gaziantep,Göral Kuruyemiş,Candy Store
Gaziantep,Metanet Lokantası,Soup Place
Gaziantep,Katmerci Cumaali Usta,Dessert Shop
Gaziantep,Löküs Ciğer,Kebab Restaurant
Gaziantep,Fenerium,Sporting Goods Shop
Gaziantep,Koçak Baklava,Dessert Shop
Gaziantep,Balkon Restaurant,Restaurant
Gaziantep,Tatlıhane,Dessert Shop
Gaziantep,Tarihi Millet Hanı,Historic Site
Gaziantep,Yakup Cin Fitness,Gym / Fitness Center
Gaziantep,Haci Aksoy Köfte,Fast Food Restaurant
Gaziantep,Akınal Gar Restaurant,Turkish Restaurant
Gaziantep,Jako Cafe,Café
Gaziantep,Antepsan Baklava,Dessert Shop
Gaziantep,Regnum Spa & Güzellik Merkezi,Spa
Gaziantep,PAUL & SHARK,Men's Store
Gaziantep,Edessa Kaymakli Kadayiflari,Dessert Shop
Gaziantep,Şehreküstü Konakları,History Museum
Gaziantep,Tostçu Eyüp,Sandwich Place
Gaziantep,Kavaklık Parkı,Park
Gaziantep,Beymen,Boutique
Gaziantep,Çelebioğlu Baklavaları,Dessert Shop
Gaziantep,Gaziantep Palmiye Hotel,Hotel
Gaziantep,H&M,Clothing Store
Gaziantep,ZEUST CAFE RESTAURANT,Art Gallery
Gaziantep,Çelebioğulları Baklavaları,Dessert Shop
Gaziantep,Grand Hotel Gaziantep,Hotel
Gaziantep,Dukat Beyran,Turkish Restaurant
Gaziantep,Çıtırım Künefe,Dessert Shop
Gaziantep,Mars Athletic Club,Gym / Fitness Center
Gaziantep,Badem Çikolata & Cafe,Café
Gaziantep,Kavaklık Koşu Yolu,Trail
Gaziantep,Börekçi Resul Usta,Borek Place
Gaziantep,Kebapçı Halil Usta,Kebab Restaurant
Gaziantep,Kasap Ömer Usta - Kebap & Lahmacun,Steakhouse
Gaziantep,Milennium Güzellik Salonu,Cosmetics Shop
Gaziantep,Muzonun Yeri,Kebab Restaurant
Gaziantep,Divan Hotel,Hotel
Gaziantep,Gaziantep Mutfak Sanatları Merkezi,Comfort Food Restaurant
Gaziantep,Altun Et Mangal & Kebap,Kebab Restaurant
Gaziantep,Jötem Alkol Shop,Smoke Shop
Gaziantep,Loş Lounge,Café
Gaziantep,Starbucks,Coffee Shop
Gaziantep,Divan Otel Fitness Club,Hotel
Gaziantep,Yamaha Motors,Motorcycle Shop
Gaziantep,Baro Lokali,Dive Bar
Gaziantep,Künefehan,Dessert Shop
Gaziantep,Masal Park Kahvesi,Café
Gaziantep,FARK ELEKTRONİK & Multimedya navigasyon MerKezi,Electronics Store
Gaziantep,SOLO Cafe,Café
Gaziantep,Shimall Otel ve Kongre Merkezi,Hotel
Gaziantep,Sarı Burma,Dessert Shop
Gaziantep,OZGULER DONDURMA/KAZIM USTA,Ice Cream Shop
Gaziantep,Köz Antep Künefe,Dessert Shop
Gaziantep,Hayri Tütüncüler Parkı,Park
Gaziantep,Başak Ocakbaşı,Turkish Restaurant
Gaziantep,burak kadayıf,Dessert Shop
Gaziantep,Cumba Künefe,Dessert Shop
Gaziantep,PİDEFİX,Fast Food Restaurant
Gaziantep,Erçelebi Kömürde Kadayıf,Dessert Shop
Gaziantep,Gaziantep Botanik Bahçesi,Botanical Garden
Gaziantep,Kayaönü İncikcinin Yeri,Steakhouse
Gaziantep,Tatlıcı Silo,Dessert Shop
Gaziantep,TEKERLEK Cafe&bistro,Café
Gaziantep,Tatlıcı Garip,Dessert Shop
Gaziantep,Anneler Parkı,Park
Gaziantep,AKAN RESTORAN,Seafood Restaurant
Gaziantep,Hasan Usta Şanlıurfa Peynirli Kadayıfları,Dessert Shop
Giresun,Fiskos Cafe,Café
Giresun,Big Bros,Café
Giresun,Dem Meyhanesi,Meyhane
Giresun,Meşhur Kadayıfçı Mustafa Patar,Dessert Shop
Giresun,Emre Balıkçılık,Fish & Chips Shop
Giresun,Sedef Otel,Hotel
Giresun,Serender Restaurant,Steakhouse
Giresun,Giresun Sanayiciler ve İş Adamları Derneği,Lounge
Giresun,Orkide Çiçekçilik,Flower Shop
Giresun,Giresun Kalesi,Castle
Giresun,Hasan Tepesi,Scenic Lookout
Giresun,Sokak Kafe,Café
Giresun,Kale Seyir Terası Çay Bahçesi,Tea Room
Giresun,Başka Cafe,Café
Giresun,AirFit Fitness Center,Gym
Giresun,Doydoy,Fast Food Restaurant
Giresun,Sabret Ocakbaşı,Steakhouse
Giresun,Corylus Cafe & Patisserie,Café
Giresun,Nesh Waffle,Dessert Shop
Giresun,Natilus Spor Salonu,Gym
Giresun,Manzara Tepesi,Scenic Lookout
Giresun,Luck Luck,Pub
Giresun,Çamlıca Lokantası,Turkish Home Cooking Restaurant
Giresun,David People,Café
Giresun,Halil Usta Balkaymak Dondurma,Ice Cream Shop
Giresun,Gloria Jean’s Coffees,Coffee Shop
Giresun,Sportyfit,Gym
Giresun,Kapu Kahve,Café
Giresun,Atatürk Meydanı,Plaza
Giresun,Kale Mesire Alanı,Park
Giresun,Colin's,Clothing Store
Giresun,B-Fit Spor ve Yaşam Merkezi,Gym
Giresun,Arissima Cafe,Café
Giresun,Kekik Et Izgara,Steakhouse
Giresun,Erdem Lokantası,Soup Place
Giresun,Tonton Burger,Burger Joint
Giresun,La Bonita Cafe & Pub,Bar
Giresun,Onan Matbaası,Paper / Office Supplies Store
Giresun,Lonca Butik Otel,Hotel
Giresun,19 Eylül Kapalı Spor Salonu,Basketball Court
Giresun,Ada Restaurant & Cafe,Restaurant
Giresun,DiZAYNSOUND ®»let your voice be«,Music Venue
Giresun,Şebnem Pastanesi,Dessert Shop
Giresun,Samsat Çiğköftecisi,Turkish Restaurant
Giresun,Aynura Aliyeva ACADEMY,Dance Studio
Giresun,Culina Cafe & Restaurant,Café
Giresun,Tüvana Fitness Center,Gym
Giresun,Ekmekçiler Türk Telekom,Department Store
Giresun,Rapunzel Peruk & Tattoo,Tattoo Parlor
Giresun,Mediz Gıda Market,Food & Drink Shop
Giresun,Giresun İl Özel İdaresi Gençlik Merkezi,Playground
Giresun,Bohça Mantı,Comfort Food Restaurant
Giresun,Giresun Belediye Şehir Tiyatrosu,Theater
Giresun,Ortaköy Burger,Fast Food Restaurant
Giresun,Şampiyon Döner,Turkish Restaurant
Giresun,İSTANBUL FAST FOOD,Fast Food Restaurant
Giresun,Telve Cafe,Café
Giresun,Azık,Fast Food Restaurant
Giresun,Yoma Sofrası,Steakhouse
Giresun,Yelken Midye,Snack Place
Giresun,Söken Büfe,Smoke Shop
Giresun,Orta Kahve,Café
Giresun,Gaziantepli Hacı Bekir Künç Tatlıları,Dessert Shop
Giresun,Crakers Pizza,Pizza Place
Giresun,Starbucks,Coffee Shop
Giresun,Giresun Atatürk Stadyumu,Soccer Stadium
Giresun,Gönül Kahvesi,Coffee Shop
Giresun,Giresun Kapalı Olimpik Yüzme Havuzu,Pool
Giresun,Athletic Sport Center Giresun,Sports Club
Giresun,Hasan Tepesi Cafe,Café
Giresun,Giresunspor Tesisleri,Soccer Field
Giresun,Orta Kahve 246,Café
Giresun,Yağlıdereliler Derneği,Beer Garden
Giresun,Giresun Arena Halı Saha,Soccer Stadium
Giresun,Tavuk Dünyası,Fried Chicken Joint
Giresun,Les Paul Bistro,Cocktail Bar
Giresun,Yeşil Tepe Cafe,Café
Giresun,Oktay'ın Yeri Kuş Kafesi,Buffet
Giresun,Madame Coco,Furniture / Home Store
Giresun,Camili Köfte Salonu - Ömer Usta'nın yeri,Eastern European Restaurant
Giresun,Makarala Waffle & Cafe,Café
Giresun,Haşlamacı,Soup Place
Giresun,Mado,Ice Cream Shop
Giresun,Giresun Sahili,Waterfront
Giresun,U.S Polo Assn,Clothing Store
Giresun,Tibor Restaurant,Diner
Giresun,Suşehri Mert Bakliyat,Convenience Store
Giresun,Çınaraltı Çay Bahçesi,Tea Room
Giresun,Labonita Concept Hotel,Hotel
Giresun,Elmasım Dondurma,Ice Cream Shop
Giresun,Kahve Durağı,Coffee Shop
Giresun,Aripsas Otel,Hotel
Giresun,Kahve Durağı,Coffee Shop
Giresun,No17,Café
Giresun,Halil Usta Balkaymak,Ice Cream Shop
Giresun,Kumyalı Cumhuriyet Parkı,Park
Giresun,Olimpia GYM,Gym
Giresun,Addax,Women's Store
Giresun,MM Migros,Department Store
Giresun,Çiçek Çayevi,Tea Room
Gümüşhane,Gülseven Pastanesi,Pastry Shop
Gümüşhane,Asım Baba Lokantası,Turkish Restaurant
Gümüşhane,Bayraktepe,Scenic Lookout
Gümüşhane,Sultan Sofrası,Turkish Restaurant
Gümüşhane,Siran Hamam & Havuz,Pool
Gümüşhane,Fasıl Cafe,Café
Gümüşhane,Aspava Restaurant,Turkish Restaurant
Gümüşhane,Tersun Dağı,Mountain
Gümüşhane,Yeniçeri Teras Kafeterya,Coffee Shop
Gümüşhane,Cafe Hoş Beş,Café
Gümüşhane,Derya Lokantası,Turkish Restaurant
Gümüşhane,Kelkit Kitap Kırtasiye,Stationery Store
Gümüşhane,Fidan Park Hotel,Hotel
Gümüşhane,Lezzet Konağı,Turkish Restaurant
Gümüşhane,Yaren Teras Cafe,Café
Gümüşhane,Boğaz Cafe,Café
Gümüşhane,Çardak Pide Salonu,Pide Place
Gümüşhane,şiran kent parkı,Garden
Gümüşhane,Meydan Cafe,Café
Gümüşhane,Vodafone Cep Merkezi,Mobile Phone Shop
Gümüşhane,Defacto,Clothing Store
Gümüşhane,Beşbinaz Şeker Öğretmenevi,Boarding House
Gümüşhane,Atatürk Meydanı,Plaza
Gümüşhane,Kiptaş Kent Parkı,Park
Gümüşhane,Kebabistan,Kebab Restaurant
Gümüşhane,Lezzet Lokantası,Turkish Restaurant
Gümüşhane,Cafe Candan,Café
Gümüşhane,Nas Kahvaltı Salonu,Breakfast Spot
Gümüşhane,Mavi Cafe,Café
Gümüşhane,Özer Simit Sarayı,Bagel Shop
Gümüşhane,Topuzlar Restaurant,Turkish Restaurant
Gümüşhane,Milli Egemenlik Meydanı,Plaza
Gümüşhane,Turan Pastanesi,Café
Gümüşhane,Kelkit Öğretmenevi,Boarding House
Gümüşhane,Hancıoğlu Restaurant,Turkish Restaurant
Gümüşhane,Bartel Kahve Diyarı,Café
Gümüşhane,Babaocağı Lokantası,Turkish Restaurant
Gümüşhane,Pekün Dağı,Mountain
Gümüşhane,The Meydan Hotel,Hotel
Gümüşhane,Cafe Tuanna,Café
Gümüşhane,Hayal Cafe,Café
Gümüşhane,Güney Alabalık Tesisleri,Comfort Food Restaurant
Gümüşhane,Kızılca Köyü,Plaza
Gümüşhane,Kelkit otogarı(terminal),Bus Station
Gümüşhane,Mavi Ay Cafe,Café
Gümüşhane,Şiran Belediyesi Düğün Salonu,Entertainment Service
Gümüşhane,Babakonağı Köyü,Forest
Gümüşhane,Kelkit Devlet Hastanesi Genel Cerrahi,Intersection
Gümüşhane,Kalis Alabalık çiftliği,Seafood Restaurant
Gümüşhane,Babakonağı Alabalık Tesisleri,Turkish Restaurant
Hakkari,Tuana Patisserie,Pastry Shop
Hakkari,Sur Ciğercisi,Kebab Restaurant
Hakkari,Nojdari Bistro,Bistro
Hakkari,Mega Nişan Avm,Supermarket
Hakkari,Doxxo Waffles,Café
Hakkari,Cadde Cafe,Café
Hakkari,Loca & Life Bistro,Café
Hakkari,Simitçi Dünyası,Bagel Shop
Hakkari,Hookah Cheff,Café
Hakkari,Hotel Oslo,Hotel
Hakkari,People's Coffee,Café
Hakkari,Cilo Saklı Bahçe,Café
Hakkari,Park Avaşin,Concert Hall
Hakkari,Tutku Pastanesi,Café
Hakkari,Nojdari,Café
Hakkari,Tümen Askeri Gazino,Breakfast Spot
Hakkari,Chef Coffee House,Café
Hakkari,Furkan Künefe,Dessert Shop
Hakkari,Hotel Zafer,Hotel
Hakkari,Toryum Cafe,Café
Hakkari,Bajar Cafe & Restaurant,Turkish Home Cooking Restaurant
Hakkari,Huzur Restaurant,Steakhouse
Hakkari,Nasır'ın Yol Üstü Çay Bahçesi ve Ciğercisi,Food & Drink Shop
Hakkari,Çorbacımm,Soup Place
Hakkari,Cafe Dissa,Café
Hakkari,Fit Club Fitness Center,Sports Club
Hakkari,Mevlana Kebap Restaurant,Kebab Restaurant
Hakkari,Azad Bar,Bar
Hakkari,The Best Cafe,Café
Hakkari,Domino’s Pizza,Pizza Place
Hakkari,Öz Damak Restaurant,Turkish Restaurant
Hakkari,Tantunizadem,Restaurant
Hakkari,Cafe Bahane,Café
Hakkari,Şölen Lokantası,Middle Eastern Restaurant
Hakkari,Huzur Restaurant,Restaurant
Hakkari,Turkcell İletişim Merkezi,Mobile Phone Shop
Hakkari,Royal Cafe,Bar
Hakkari,Popüler Cafe,Café
Hakkari,Grand Yılmaz Hotel,Hotel
Hakkari,Turkcell İletişim Merkezi,Mobile Phone Shop
Hakkari,Vestel,Electronics Store
Hakkari,Adana Kebapçısı,Kebab Restaurant
Hakkari,Yeşilçam Konağı,Café
Hakkari,Kahve Vadisi,Coffee Shop
Hakkari,Hakkâri Yüksekova Selahaddin Eyyubi Havalimanı (YKO) (Hakkâri Yüksekova Selahaddin Eyyubi Havalimanı),Airport
Hakkari,van simit sarayi,Bagel Shop
Hakkari,Dağdibi alabalık tesisi,Fishing Spot
Hakkari,Çobanoğlu Çiftliği,Campground
Hakkari,Yeşiltaş (Son Durak),Forest
Hakkari,Doski Vadisi,Campground
Hakkari,Hakkari - Dağlıca orta tepe üs bölgesi (Kuzey Irak hudut),Mountain
Hakkari,Bataklı köyü,Stables
Hakkari,Cıvyan Ocak Başı,Steakhouse
Hakkari,büyükçiftlik beldesi,Farm
Hakkari,Mala Babo,Kebab Restaurant
Hakkari,Nawdoskiyan & Gowan,Botanical Garden
Hakkari,befrican,Garden
Hakkari,Van,Coffee Shop
Hakkari,cıvyan,Tree
Hakkari,Selahattin Eyyûbî Havalimanı YKO,Airport Service
Hakkari,Yüksekova Şehir Stadyumu,Soccer Stadium
Hakkari,Sat Gölü,Lake
Hakkari,Gevana Tepe Komando Üs Bölgesi,Mountain
Hatay,BAHÇEM CAFE,Garden
Hatay,Mavi Selvi Cafe & Bar,Bar
Hatay,majestik cafe,Hookah Bar
Hatay,ÜNAL Restaurant,Mediterranean Restaurant
Hatay,Belen Seyir Tepesi,Mountain
Hatay,Belen Yaylası,Mountain
Hatay,Yeşilçam Kahve Evi,Café
Hatay,Ayşegül Abla'nın Sofrasi,Food Court
Hatay,Herby Cafe,Café
Hatay,Cafe Bull,Arcade
Hatay,Champiyon spor club(muaythai),Gym / Fitness Center
Hatay,Kahve Diyarı,Café
Hatay,Gedik Yaylası,Mountain
Hatay,Cevviz Cafe Garden,Café
Hatay,Yemen Kahvesi,Coffee Shop
Hatay,Metin Cafe & Patisserie,Café
Hatay,Soğukoluk Yaylası,Garden
Hatay,Yanar Döner&Kebap,Food Court
Hatay,Vadi Restaurant,Diner
Hatay,Öz Kulübeci Market Serinyol Şubesi,Shopping Mall
Hatay,Gülpınar Belen Tava Restorant,Steakhouse
Hatay,Türk Kahvesi,Coffee Shop
Hatay,Sofia Cafe,Café
Hatay,Seyir Terası,Scenic Lookout
Hatay,Raven Bd,Steakhouse
Hatay,Zeliş Abla'nın yeri-Çiğköfte,African Restaurant
Hatay,Atik Yaylası,Outdoors & Recreation
Hatay,Cafe Mor,Café
Hatay,Maya'm Simit Cafe,Bagel Shop
Hatay,Alaçatı Cafe,Café
Hatay,Yıldırım kamp alanı,Trail
Hatay,Bostan Lounge Kampüs,Lounge
Hatay,Vadi Restaurant,BBQ Joint
Hatay,Friends,Café
Hatay,Selehattinogullari Butik Pastanecilik,Café
Hatay,Çınaroglu restaurant,Steakhouse
Hatay,seyir tepe lokantası,Steakhouse
Hatay,Kasaba bar cafe,Bar
Hatay,Sarımazı Yaylası,Mountain
Hatay,MILKBAR Brother's,Café
Hatay,Bayramefendi Osmanlı Kahvecisi,Coffee Shop
Hatay,K!rem!t cafe & fırın,Café
Hatay,Alpay Karamutlu Restoran,Middle Eastern Restaurant
Hatay,Müftüler Piknik Alanı,Caribbean Restaurant
Hatay,Serinyol Yıldırım Piknik Alanı,Forest
Hatay,Sultan Pastanesi,Café
Hatay,Radar Tepesi,Mountain
Hatay,Balkon Hookah Cafe Lounge,Lounge
Hatay,Kebapçı Ulaş'ın Yeri,Kebab Restaurant
Hatay,Zodiac Pub Cafe,Pub
Hatay,Masal Baklava&Dondurma,Café
Hatay,Mira Market,Food & Drink Shop
Hatay,Cigerci cuma,Kebab Restaurant
Hatay,Aldo Bistro Cafe Restaurant,Bistro
Hatay,Göçmen Restaurant Belen,Middle Eastern Restaurant
Hatay,Seyir Tepesi Belen,Recreation Center
Hatay,Alyona Cafe & Bar,Nightclub
Hatay,Bostanın Yeri Kebap Salonu,Turkish Restaurant
Hatay,Aşıklar Köprüsü,Restaurant
Hatay,Forlife Fitness Center,Gym / Fitness Center
Hatay,Kahve Bahane,Café
Hatay,Belen Geçidi,Mountain
Hatay,Özlem Tava Evi,Middle Eastern Restaurant
Hatay,Koca Yusuf Restaurant,Turkish Restaurant
Hatay,Kırıkhan Kartal Kebap Salonu,Kebab Restaurant
Hatay,Sogukoluk,Garden
Hatay,Belen şehitler abidesi/Aile çay bahçesi,Botanical Garden
Hatay,Gümüşler Aile Kebap Salonu,Steakhouse
Hatay,Sultan Pastanesi 2,Pastry Shop
Hatay,Palladium Antakya AVM,Clothing Store
Hatay,Park Edem,Recreation Center
Hatay,Köprübaşı Balık Ekmek,Mediterranean Restaurant
Hatay,Güngör Uydu Kent Aqua Park,Pool
Hatay,Varlıbaş Uyku Sarayi Turizm Tesisi,Resort
Hatay,Anemon Hotel Iskenderun,Hotel
Hatay,Hanzade Restourant,Mediterranean Restaurant
Hatay,Deli Bekirli Yaylası,Mountain
Hatay,Delibekirli Koyu,Castle
Hatay,Antik Kral Künefe Salonu,Café
Hatay,Tatlı Dünyası,Dessert Shop
Hatay,North Star Cafe&Bistro,Café
Hatay,Feniks GYM Sağlık Ve Yaşam Merkezi,Gym / Fitness Center
